SN,ANLN1,ANLN2,AUFNR,AUGBL,AUGDT,BELNR,BSCHL,BTYPE,BUKRS,BUZEI,DMBTR,EBELN,EBELP,ETYPE,GJAHR,HBKID,HKONT,KOART,KOKRS,KOSTL,KTOSL,KUNNR,LIFNR,MATNR,MWSKZ,POSN2,PRCTR,SGTXT,SHKZG,UMSKZ,VBEL2,VBELN,VORGN,WERKS,XANET,XAUTO,XINVE,XOPVW,XSAUF,XSERG,XSKST,XSPRO,XUMAN,XUMSW,XZAHL
9114,            ,    ,            ,          ,0,5100000265,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9115,            ,    ,            ,          ,0,5100000265,86,  ,3000,2,5000,4500024268,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9116,            ,    ,            ,          ,0,5100000266,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9117,            ,    ,            ,          ,0,5100000266,86,  ,3000,2,5000,4500024269,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9118,            ,    ,            ,          ,0,5100000267,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9119,            ,    ,            ,          ,0,5100000267,86,  ,3000,2,5000,4500024270,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9120,            ,    ,            ,          ,0,5100000268,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9121,            ,    ,            ,          ,0,5100000268,86,  ,3000,2,5000,4500024271,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9122,            ,    ,            ,          ,0,5100000269,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9123,            ,    ,            ,          ,0,5100000269,86,  ,3000,2,5000,4500024272,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9124,            ,    ,            ,          ,0,5100000270,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9125,            ,    ,            ,          ,0,5100000270,86,  ,3000,2,5000,4500024273,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9126,            ,    ,            ,          ,0,5100000271,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9127,            ,    ,            ,          ,0,5100000271,86,  ,3000,2,5000,4500024274,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9128,            ,    ,            ,          ,0,5100000272,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9129,            ,    ,            ,          ,0,5100000272,86,  ,3000,2,5000,4500024275,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9130,            ,    ,            ,          ,0,5100000273,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9131,            ,    ,            ,          ,0,5100000273,86,  ,3000,2,5000,4500024276,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9132,            ,    ,            ,          ,0,5100000274,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9133,            ,    ,            ,          ,0,5100000274,86,  ,3000,2,5000,4500024277,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9134,            ,    ,            ,          ,0,5100000275,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9135,            ,    ,            ,          ,0,5100000275,86,  ,3000,2,5000,4500024278,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9136,            ,    ,            ,          ,0,5100000276,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9137,            ,    ,            ,          ,0,5100000276,86,  ,3000,2,5000,4500024279,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9138,            ,    ,            ,          ,0,5100000277,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9139,            ,    ,            ,          ,0,5100000277,86,  ,3000,2,5000,4500024280,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9140,            ,    ,            ,          ,0,5100000278,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9141,            ,    ,            ,          ,0,5100000278,86,  ,3000,2,5000,4500024281,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9142,            ,    ,            ,          ,0,5100000279,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9143,            ,    ,            ,          ,0,5100000279,86,  ,3000,2,5000,4500024282,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9144,            ,    ,            ,          ,0,5100000280,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9145,            ,    ,            ,          ,0,5100000280,86,  ,3000,2,5000,4500024283,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9146,            ,    ,            ,          ,0,5100000281,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9147,            ,    ,            ,          ,0,5100000281,86,  ,3000,2,5000,4500024284,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9148,            ,    ,            ,          ,0,5100000282,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9149,            ,    ,            ,          ,0,5100000282,86,  ,3000,2,5000,4500024286,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9150,            ,    ,            ,          ,0,5100000283,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9151,            ,    ,            ,          ,0,5100000283,86,  ,3000,2,5000,4500024285,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9152,            ,    ,            ,          ,0,5100000284,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9153,            ,    ,            ,          ,0,5100000284,86,  ,3000,2,5000,4500024287,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9154,            ,    ,            ,          ,0,5100000285,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9155,            ,    ,            ,          ,0,5100000285,86,  ,3000,2,5000,4500024288,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9156,            ,    ,            ,          ,0,5100000286,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9157,            ,    ,            ,          ,0,5100000286,86,  ,3000,2,5000,4500024289,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9158,            ,    ,            ,          ,0,5100000287,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9159,            ,    ,            ,          ,0,5100000287,86,  ,3000,2,5000,4500024290,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9160,            ,    ,            ,          ,0,5100000288,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9161,            ,    ,            ,          ,0,5100000288,86,  ,3000,2,5000,4500024291,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9162,            ,    ,            ,          ,0,5100000289,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9163,            ,    ,            ,          ,0,5100000289,86,  ,3000,2,5000,4500024292,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9164,            ,    ,            ,          ,0,5100000290,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9165,            ,    ,            ,          ,0,5100000290,86,  ,3000,2,5000,4500024293,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9166,            ,    ,            ,          ,0,5100000291,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9167,            ,    ,            ,          ,0,5100000291,86,  ,3000,2,5000,4500024294,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9168,            ,    ,            ,          ,0,5100000292,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9169,            ,    ,            ,          ,0,5100000292,86,  ,3000,2,5000,4500024295,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9170,            ,    ,            ,          ,0,5100000293,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9171,            ,    ,            ,          ,0,5100000293,86,  ,3000,2,5000,4500024296,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9172,            ,    ,            ,          ,0,5100000294,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9173,            ,    ,            ,          ,0,5100000294,86,  ,3000,2,5000,4500024297,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9174,            ,    ,            ,          ,0,5100000295,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9175,            ,    ,            ,          ,0,5100000295,86,  ,3000,2,5000,4500024298,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9176,            ,    ,            ,          ,0,5100000296,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9177,            ,    ,            ,          ,0,5100000296,86,  ,3000,2,5000,4500024299,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9178,            ,    ,            ,          ,0,5100000297,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9179,            ,    ,            ,          ,0,5100000297,86,  ,3000,2,5000,4500024300,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9180,            ,    ,            ,          ,0,5100000298,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9181,            ,    ,            ,          ,0,5100000298,86,  ,3000,2,5000,4500024301,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9182,            ,    ,            ,          ,0,5100000299,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9183,            ,    ,            ,          ,0,5100000299,86,  ,3000,2,5000,4500024302,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9184,            ,    ,            ,          ,0,5100000300,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9185,            ,    ,            ,          ,0,5100000300,86,  ,3000,2,5000,4500024303,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9186,            ,    ,            ,          ,0,5100000301,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9187,            ,    ,            ,          ,0,5100000301,86,  ,3000,2,5000,4500024304,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9188,            ,    ,            ,          ,0,5100000302,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9189,            ,    ,            ,          ,0,5100000302,86,  ,3000,2,5000,4500024305,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9190,            ,    ,            ,          ,0,5100000303,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9191,            ,    ,            ,          ,0,5100000303,86,  ,3000,2,5000,4500024306,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9192,            ,    ,            ,          ,0,5100000304,31,  ,3000,1,30000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,3000,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9193,            ,    ,            ,          ,0,5100000304,86,  ,3000,2,30000,4500024323,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,          ,732,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9194,            ,    ,            ,          ,0,5100000307,31,  ,3000,1,30100,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,3000,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9195,            ,    ,            ,          ,0,5100000307,83,  ,3000,3,100,4500024328,10,   ,2022,     ,231000,S,2000,2100,PRD,          ,          ,732,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, ,X, , , , , , , , ,
9196,            ,    ,            ,          ,0,5100000307,86,  ,3000,2,30000,4500024328,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,          ,732,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9197,            ,    ,            ,          ,0,5100000308,31,  ,3000,1,30000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,3000,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9198,            ,    ,            ,          ,0,5100000308,86,  ,3000,2,30000,4500024329,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,          ,732,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9199,            ,    ,            ,          ,0,5100000309,31,  ,3000,1,30000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,3000,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9200,            ,    ,            ,          ,0,5100000309,86,  ,3000,2,30000,4500024330,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,          ,732,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9201,            ,    ,            ,          ,0,5100000310,31,  ,3000,1,30000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,3000,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9202,            ,    ,            ,          ,0,5100000310,86,  ,3000,2,30000,4500024331,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,          ,732,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9203,            ,    ,            ,          ,0,5100000311,31,  ,3000,1,100,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,3000,                  ,  ,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9204,            ,    ,            ,          ,0,5100000311,40,  ,3000,2,100,          ,0,   ,2022,     ,799999,S,2000,          ,KBS,          ,          ,                  ,  ,0,          ,                                                  ,S, ,          ,          ,RMRP,    , , , , , , , , , , ,
9205,            ,    ,            ,          ,0,5100000312,31,  ,3000,1,150000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,3000,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9206,            ,    ,            ,          ,0,5100000312,86,  ,3000,2,150000,5500000195,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,          ,697,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9207,            ,    ,            ,          ,0,5100000313,31,  ,3000,1,30000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,3000,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9208,            ,    ,            ,          ,0,5100000313,86,  ,3000,2,30000,4500024339,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,          ,732,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9209,            ,    ,            ,          ,0,5100000314,31,  ,3000,1,10000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,ACCENTURE ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9210,            ,    ,            ,          ,0,5100000314,86,  ,3000,2,10000,4500024314,10,   ,2022,     ,191100,S,2000,328,WRX,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9211,            ,    ,            ,          ,0,5100000315,31,  ,3000,1,3000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,DHL99     ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9212,            ,    ,            ,          ,0,5100000315,40,  ,3000,2,3000,4500024341,10,   ,2022,     ,191100,S,2000,          ,FR1,          ,DHL99     ,732,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9213,            ,    ,            ,          ,0,5100000316,31,  ,3000,1,10,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,HD9999    ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9214,            ,    ,            ,          ,0,5100000316,81,  ,3000,2,10,4300000013,10,   ,2022,     ,417000,S,2000,328,KBS,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , , , , , , , , ,
9215,            ,    ,            ,          ,0,5100000317,31,  ,3000,1,30000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,3000,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9216,            ,    ,            ,          ,0,5100000317,86,  ,3000,2,30000,4500024345,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,          ,732,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9217,            ,    ,            ,          ,0,5100000319,31,  ,3000,1,120000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,3000,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9218,            ,    ,            ,          ,0,5100000319,86,  ,3000,2,30000,4500024349,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,          ,732,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9219,            ,    ,            ,          ,0,5100000319,86,  ,3000,3,30000,4500024350,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,          ,732,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9220,            ,    ,            ,          ,0,5100000319,86,  ,3000,4,30000,4500024351,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,          ,732,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9221,            ,    ,            ,          ,0,5100000319,86,  ,3000,5,30000,4500024352,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,          ,732,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9222,            ,    ,            ,          ,0,5100000320,31,  ,3000,1,32000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,3000,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9223,            ,    ,            ,          ,0,5100000320,83,  ,3000,3,2000,4500024354,10,   ,2022,     ,231000,S,2000,2100,PRD,          ,          ,732,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, ,X, , , , , , , , ,
9224,            ,    ,            ,          ,0,5100000320,86,  ,3000,2,30000,4500024354,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,          ,732,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9225,            ,    ,            ,          ,0,5100000321,31,  ,3000,1,30000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,3000,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
